source_case,similar_case,similarity_score,method,citation_link,source_case_topic
62011CJ0312,62011CJ0452,0.743921670802474,tfidf,0,social policy
62012CO0194,62008CJ0277,0.8969854404278967,tfidf,1,social policy
62012CO0194,62006CJ0350,0.7935583013653369,tfidf,0,social policy
62012CO0194,62011CJ0078,0.7420353740626616,tfidf,1,social policy
62012CO0194,62016CJ0214,0.6806913480352066,tfidf,0,social policy
62012CO0194,62016CJ0684,0.674484184316695,tfidf,0,social policy
62012CO0194,62010CJ0214,0.6542895658645856,tfidf,1,social policy
62012CO0194,62017CJ0385,0.6488869974517185,tfidf,0,social policy
62012CO0194,62001CJ0342,0.6487818496863976,tfidf,0,social policy
62012CO0194,62015CJ0178,0.6380977209456382,tfidf,0,social policy
62012CO0194,62014CJ0219,0.6371301155149695,tfidf,0,social policy
62012CO0194,62013CJ0118,0.627713776293912,tfidf,0,social policy
62012CO0194,62010CJ0337,0.6273753835121042,tfidf,1,social policy
62012CO0194,62010CJ0282,0.6044372387048969,tfidf,0,social policy
62012CO0194,62015CJ0341,0.6005797227482379,tfidf,0,social policy
62012CO0194,62012CJ0539,0.5973654779064261,tfidf,0,social policy
62012CO0194,61999CJ0173,0.5848942460344948,tfidf,0,social policy
62012CO0194,62005CJ0124,0.5813179430235732,tfidf,0,social policy
62012CO0194,62004CJ0131,0.5557132356688538,tfidf,0,social policy
62012CO0194,62012CJ0579,0.5433291277833199,tfidf,0,social policy
62012CO0194,62009CO0519,0.5400463415470707,tfidf,0,social policy
62000CJ0440,62001CJ0349,0.8610788233105742,tfidf,1,social policy
62000CJ0440,61999CJ0062,0.6890962556827709,tfidf,1,social policy
62000CJ0440,61992CJ0382,0.34912532875627267,tfidf,0,social policy
62000CJ0440,62008CJ0405,0.3342586740489802,tfidf,0,social policy
62000CJ0440,61987CJ0081,0.31793367799923106,tfidf,0,social policy
62000CJ0440,61998CJ0430,0.3129753482880891,tfidf,0,social policy
62000CJ0440,61984CJ0235,0.29518344300750887,tfidf,0,social policy
62000CJ0440,62005CJ0385,0.28081115747177887,tfidf,0,social policy
62000CJ0440,61984CJ0237,0.26087135918616894,tfidf,0,social policy
62000CJ0440,61980CJ0188,0.25682359504749147,tfidf,0,social policy
62000CJ0440,62007CJ0561,0.24628266549047215,tfidf,0,social policy
62000CJ0440,62002CJ0425,0.24191477214200577,tfidf,0,social policy
62000CJ0440,62015CJ0566,0.24080322639124258,tfidf,0,social policy
62000CJ0440,61991CJ0325,0.24024463638429946,tfidf,0,social policy
62000CJ0440,61988CJ0109,0.23968772017820272,tfidf,0,social policy
62000CJ0440,62009CJ0242,0.2393879928946682,tfidf,0,social policy
62000CJ0440,61993CJ0449,0.23904263512993507,tfidf,0,social policy
62000CJ0440,61997CJ0251,0.23740237173350243,tfidf,0,social policy
62000CJ0440,61992CJ0334,0.23416901988345362,tfidf,0,social policy
62000CJ0440,61987CJ0022,0.22988931835460544,tfidf,0,social policy
62006CJ0246,62005CO0177,0.7715105596579397,tfidf,1,social policy
62006CJ0246,62005CJ0081,0.7377590011460897,tfidf,1,social policy
62006CJ0246,62003CJ0520,0.6639278830075517,tfidf,1,social policy
62006CJ0246,62006CJ0498,0.5595042779877724,tfidf,0,social policy
62006CJ0246,62000CJ0442,0.5514975700666196,tfidf,1,social policy
62006CJ0246,62001CJ0160,0.49311679112888795,tfidf,0,social policy
62006CJ0246,62012CJ0309,0.48020040952336396,tfidf,0,social policy
62006CJ0246,62007CJ0006,0.4622062663257863,tfidf,0,social policy
62006CJ0246,62009CJ0477,0.46044979752706816,tfidf,0,social policy
62006CJ0246,62008CJ0069,0.45732073631846154,tfidf,0,social policy
62006CJ0246,62001CJ0125,0.4479272755278315,tfidf,0,social policy
62006CJ0246,62012CJ0247,0.44725244399410186,tfidf,0,social policy
62006CJ0246,62010CJ0435,0.437636076174903,tfidf,0,social policy
62006CJ0246,61992CJ0334,0.43205361694495453,tfidf,0,social policy
62006CJ0246,61995CJ0373,0.4266703090747559,tfidf,0,social policy
62006CJ0246,62007CJ0009,0.4264598306890273,tfidf,0,social policy
62006CJ0246,62013CJ0198,0.42544474364472695,tfidf,0,social policy
62006CJ0246,61995CJ0094,0.40428471305525404,tfidf,0,social policy
62006CJ0246,61997CJ0125,0.40225148185452586,tfidf,0,social policy
62006CJ0246,62013CJ0311,0.3978665411457236,tfidf,0,social policy
62017CJ0068,62016CJ0414,0.8038333102839802,tfidf,0,social policy
62017CJ0068,62017CJ0193,0.5134517316827187,tfidf,0,social policy
62017CJ0068,62015CJ0188,0.3111012040314353,tfidf,0,social policy
62017CJ0068,62015CJ0157,0.3006879354515219,tfidf,0,social policy
62017CJ0068,62014CJ0441,0.24793115395504328,tfidf,1,social policy
62017CJ0068,62005CJ0043,0.24775259872813657,tfidf,0,social policy
62017CJ0068,62007CJ0555,0.23815498959715883,tfidf,0,social policy
62017CJ0068,62017CJ0056,0.23551764772403808,tfidf,0,social policy
62017CJ0068,62009CJ0246,0.21887436721515177,tfidf,0,social policy
62017CJ0068,62010CJ0415,0.21811405701072856,tfidf,0,social policy
62017CJ0068,62015CJ0406,0.21592405373673304,tfidf,0,social policy
62017CJ0068,62015CJ0423,0.21406906919239402,tfidf,0,social policy
62017CJ0068,62007CJ0388,0.20990537065649337,tfidf,0,social policy
62017CJ0068,62009CJ0045,0.2031453100956492,tfidf,0,social policy
62017CJ0068,62016CJ0074,0.20146536731657655,tfidf,0,social policy
62017CJ0068,62017CJ0378,0.19865596822680992,tfidf,0,social policy
62017CJ0068,62013CJ0417,0.19797146556805437,tfidf,0,social policy
62017CJ0068,62011CJ0071,0.1933684487591392,tfidf,0,social policy
62017CJ0068,62005CJ0411,0.1878230484025709,tfidf,0,social policy
62017CJ0068,62015CJ0395,0.18517064511891554,tfidf,0,social policy
62015CJ0341,62013CJ0118,0.6666651694990414,tfidf,0,social policy
62015CJ0341,62010CJ0337,0.6655898622779377,tfidf,0,social policy
62015CJ0341,62016CJ0684,0.6467593378152555,tfidf,0,social policy
62015CJ0341,62006CJ0350,0.6438890408916746,tfidf,0,social policy
62015CJ0341,62016CJ0214,0.6153091414159767,tfidf,0,social policy
62015CJ0341,62012CO0194,0.6005797227482379,tfidf,0,social policy
62015CJ0341,62008CJ0277,0.5723886963566174,tfidf,0,social policy
62015CJ0341,62016CJ0569,0.5637338162383567,tfidf,0,social policy
62015CJ0341,62014CJ0219,0.5555976426156451,tfidf,0,social policy
62015CJ0341,62017CJ0385,0.5377799144080161,tfidf,1,social policy
62015CJ0341,62010CJ0214,0.5355972479641692,tfidf,1,social policy
62015CJ0341,61999CJ0173,0.5101892464947029,tfidf,0,social policy
62015CJ0341,62010CJ0282,0.506435622081961,tfidf,0,social policy
62015CJ0341,62012CJ0539,0.5010096759119314,tfidf,0,social policy
62015CJ0341,62011CJ0078,0.4928665051581953,tfidf,0,social policy
62015CJ0341,62009CO0519,0.4857010167645584,tfidf,0,social policy
62015CJ0341,62005CJ0124,0.46515747799779855,tfidf,0,social policy
62015CJ0341,62015CJ0178,0.4647573499633176,tfidf,0,social policy
62015CJ0341,62004CJ0131,0.4535038270393187,tfidf,0,social policy
62015CJ0341,62001CJ0342,0.44946396914812126,tfidf,1,social policy
62014CO0086,62013CO0050,0.9153359290933456,tfidf,0,social policy
62014CO0086,62013CO0089,0.9042529623532047,tfidf,0,social policy
62014CO0086,62011CO0393,0.8915515616196684,tfidf,0,social policy
62014CO0086,62014CO0152,0.8698790286886638,tfidf,0,social policy
62014CO0086,62012CO0178,0.8649038792569415,tfidf,0,social policy
62014CO0086,62017CO0315,0.7943564420707937,tfidf,0,social policy
62014CO0086,62016CO0027,0.7926956093403138,tfidf,0,social policy
62014CO0086,62014CJ0262,0.7829709148953516,tfidf,0,social policy
62014CO0086,62013CO0384,0.7805505813914506,tfidf,0,social policy
62014CO0086,62014CJ0348,0.7731057260896903,tfidf,0,social policy
62014CO0086,62017CJ0428,0.7710677519120618,tfidf,0,social policy
62014CO0086,62017CO0232,0.7671739296201687,tfidf,0,social policy
62014CO0086,62016CO0653,0.7661123943843968,tfidf,0,social policy
62014CO0086,62017CO0344,0.7659155332630363,tfidf,0,social policy
62014CO0086,62011CJ0452,0.7649953271775292,tfidf,0,social policy
62014CO0086,62015CO0510,0.7641816910868419,tfidf,0,social policy
62014CO0086,62015CJ0090,0.7641399663183065,tfidf,0,social policy
62014CO0086,62017CO0252,0.7640801321759156,tfidf,0,social policy
62014CO0086,62017CJ0133,0.7639787285422995,tfidf,0,social policy
62014CO0086,62012CO0117,0.7636386034739089,tfidf,0,social policy
61999CJ0045,61999CJ0046,0.80521786701954,tfidf,0,social policy
61999CJ0045,61997CJ0284,0.6447013196096337,tfidf,0,social policy
61999CJ0045,61996CJ0312,0.6432676530300235,tfidf,0,social policy
61999CJ0045,62000CJ0097,0.6270934377716773,tfidf,0,social policy
61999CJ0045,62000CJ0439,0.625095578285814,tfidf,0,social policy
61999CJ0045,62001CJ0351,0.6244595187543707,tfidf,0,social policy
61999CJ0045,62003CJ0066,0.6187717552489714,tfidf,0,social policy
61999CJ0045,61995CJ0234,0.613945642292391,tfidf,0,social policy
61999CJ0045,61996CJ0311,0.6071187270335617,tfidf,0,social policy
61999CJ0045,61999CJ0319,0.598478012995806,tfidf,0,social policy
61999CJ0045,61999CJ0219,0.5957783187639653,tfidf,0,social policy
61999CJ0045,62001CJ0259,0.5810668952250749,tfidf,0,social policy
61999CJ0045,61998CJ0354,0.5785931317473069,tfidf,0,social policy
61999CJ0045,61997CJ0175,0.577485093925999,tfidf,0,social policy
61999CJ0045,61997CJ0144,0.5741333805048036,tfidf,0,social policy
61999CJ0045,62002CJ0085,0.5442235262373235,tfidf,0,social policy
61999CJ0045,61996CJ0223,0.5386980465180178,tfidf,0,social policy
61999CJ0045,61991CJ0293,0.534264796112898,tfidf,0,social policy
61999CJ0045,62001CJ0286,0.5287754491871685,tfidf,0,social policy
61999CJ0045,62000CJ0468,0.5261275625611745,tfidf,0,social policy
62016CJ0429,62016CJ0149,0.8139542886793125,tfidf,0,social policy
62016CJ0429,62014CJ0422,0.6194860964472889,tfidf,0,social policy
62016CJ0429,62008CJ0323,0.602228749886149,tfidf,0,social policy
62016CJ0429,62008CJ0044,0.5788447607189967,tfidf,0,social policy
62016CJ0429,62003CJ0188,0.5695913056651439,tfidf,0,social policy
62016CJ0429,62007CJ0396,0.5657444616870078,tfidf,0,social policy
62016CJ0429,62002CJ0055,0.5647678528302423,tfidf,0,social policy
62016CJ0429,62013CJ0392,0.5532317774109489,tfidf,0,social policy
62016CJ0429,61983CJ0284,0.5324183264891252,tfidf,0,social policy
62016CJ0429,62014CJ0080,0.5206855324321744,tfidf,0,social policy
62016CJ0429,62005CJ0385,0.5149741903395425,tfidf,0,social policy
62016CJ0429,62017CJ0061,0.5066898466688272,tfidf,0,social policy
62016CJ0429,62010CJ0235,0.5052201864806152,tfidf,0,social policy
62016CJ0429,62007CJ0306,0.5007012793212297,tfidf,0,social policy
62016CJ0429,62002CJ0425,0.4854164327645991,tfidf,0,social policy
62016CJ0429,62008CJ0012,0.4799367950107607,tfidf,0,social policy
62016CJ0429,61999CJ0350,0.47623559609288185,tfidf,0,social policy
62016CJ0429,62005CJ0187,0.46749394670271666,tfidf,0,social policy
62016CJ0429,62005CJ0270,0.45119895741411453,tfidf,0,social policy
62016CJ0429,62002CJ0032,0.45074786981079856,tfidf,0,social policy
62006CJ0321,62006CJ0317,0.8802135078004886,tfidf,0,social policy
62006CJ0321,62006CJ0320,0.8787195450420257,tfidf,0,social policy
62006CJ0321,62006CJ0381,0.873958735252788,tfidf,0,social policy
62006CJ0321,62006CJ0327,0.8311806276101036,tfidf,0,social policy
62006CJ0321,62006CJ0078,0.5516012026489288,tfidf,0,social policy
62006CJ0321,62007CJ0009,0.5428968546316194,tfidf,0,social policy
62006CJ0321,62010CJ0390,0.5417972120075443,tfidf,0,social policy
62006CJ0321,62006CJ0127,0.5362132101468648,tfidf,0,social policy
62006CJ0321,62008CJ0070,0.5318287202656249,tfidf,0,social policy
62006CJ0321,62005CJ0310,0.529508148890955,tfidf,0,social policy
62006CJ0321,62006CJ0364,0.5217871318714326,tfidf,0,social policy
62006CJ0321,62006CJ0529,0.5185217601038389,tfidf,0,social policy
62006CJ0321,62006CJ0077,0.5165676739620512,tfidf,0,social policy
62006CJ0321,62006CJ0049,0.5151815408837893,tfidf,0,social policy
62006CJ0321,62008CJ0567,0.511395711630224,tfidf,0,social policy
62006CJ0321,62002CJ0211,0.5075571819971394,tfidf,0,social policy
62006CJ0321,62007CJ0034,0.5061095727538045,tfidf,0,social policy
62006CJ0321,62007CJ0328,0.5001466909725641,tfidf,0,social policy
62006CJ0321,62005CJ0353,0.49277697094904477,tfidf,0,social policy
62006CJ0321,62003CJ0310,0.49152217225813216,tfidf,0,social policy
62008CJ0405,61992CJ0382,0.5222454252885073,tfidf,0,social policy
62008CJ0405,62005CJ0385,0.4827533617746658,tfidf,0,social policy
62008CJ0405,61984CJ0237,0.4713462298708023,tfidf,0,social policy
62008CJ0405,62007CJ0306,0.4479074887401919,tfidf,1,social policy
62008CJ0405,61984CJ0235,0.44609396056587497,tfidf,0,social policy
62008CJ0405,61988CJ0109,0.39866851592951363,tfidf,0,social policy
62008CJ0405,62013CJ0328,0.3969448699392585,tfidf,0,social policy
62008CJ0405,62012CJ0176,0.39594461626096955,tfidf,0,social policy
62008CJ0405,62006CJ0320,0.395262275236274,tfidf,0,social policy
62008CJ0405,62006CJ0317,0.3945554137811119,tfidf,0,social policy
62008CJ0405,62006CJ0381,0.3908725441566012,tfidf,0,social policy
62008CJ0405,62006CJ0321,0.38843135026363906,tfidf,0,social policy
62008CJ0405,62014CJ0025,0.3847450072504731,tfidf,0,social policy
62008CJ0405,62010CJ0297,0.3806536071260491,tfidf,0,social policy
62008CJ0405,62006CJ0327,0.3798043564791958,tfidf,0,social policy
62008CJ0405,61988CJ0053,0.37490272696017224,tfidf,0,social policy
62008CJ0405,61987CJ0022,0.3731657405138609,tfidf,0,social policy
62008CJ0405,62004CJ0499,0.37238996147353215,tfidf,0,social policy
62008CJ0405,62002CJ0425,0.37164044995842255,tfidf,0,social policy
62008CJ0405,62015CJ0336,0.37014261326532993,tfidf,0,social policy
62014CO0152,62011CO0393,0.938786325489416,tfidf,1,social policy
62014CO0152,62014CO0086,0.8698790286886638,tfidf,0,social policy
62014CO0152,62013CO0089,0.8668998881077925,tfidf,0,social policy
62014CO0152,62012CO0178,0.8657593969076006,tfidf,0,social policy
62014CO0152,62013CO0050,0.815650557236839,tfidf,0,social policy
62014CO0152,62017CO0315,0.797425131106652,tfidf,0,social policy
62014CO0152,62016CO0027,0.7847956043523072,tfidf,0,social policy
62014CO0152,62014CJ0262,0.7772058150592757,tfidf,0,social policy
62014CO0152,62015CO0510,0.7650002896874293,tfidf,0,social policy
62014CO0152,62016CO0653,0.7575932466471218,tfidf,0,social policy
62014CO0152,62012CO0352,0.7567350386280288,tfidf,0,social policy
62014CO0152,62013CO0624,0.7555645414061166,tfidf,0,social policy
62014CO0152,62011CJ0445,0.753106584586476,tfidf,0,social policy
62014CO0152,62011CJ0452,0.7528554000351464,tfidf,0,social policy
62014CO0152,62017CO0252,0.7524661792946564,tfidf,0,social policy
62014CO0152,62015CJ0090,0.7524379401169222,tfidf,0,social policy
62014CO0152,62012CO0368,0.7520464786120381,tfidf,0,social policy
62014CO0152,62013CO0181,0.7520013274244554,tfidf,0,social policy
62014CO0152,62012CO0555,0.7517216014037924,tfidf,0,social policy
62014CO0152,62013CO0257,0.7513872930942418,tfidf,0,social policy
62017CJ0060,62013CO0688,0.5736060528075183,tfidf,0,social policy
62017CJ0060,62004CJ0499,0.5609598061368581,tfidf,0,social policy
62017CJ0060,62015CJ0680,0.5500841005230046,tfidf,0,social policy
62017CJ0060,62007CJ0561,0.5471652630193303,tfidf,0,social policy
62017CJ0060,61984CJ0105,0.5351469871521838,tfidf,0,social policy
62017CJ0060,62016CJ0200,0.534584970913787,tfidf,0,social policy
62017CJ0060,62000CJ0051,0.5332710987334364,tfidf,0,social policy
62017CJ0060,62012CJ0458,0.5315224065681783,tfidf,0,social policy
62017CJ0060,61984CJ0235,0.5231794801238736,tfidf,0,social policy
62017CJ0060,62015CJ0336,0.5198212488159224,tfidf,0,social policy
62017CJ0060,61989CJ0362,0.5183939046492869,tfidf,0,social policy
62017CJ0060,62009CJ0242,0.5141500073844719,tfidf,0,social policy
62017CJ0060,62003CJ0478,0.5092179583777334,tfidf,0,social policy
62017CJ0060,62010CJ0108,0.5087364529793157,tfidf,0,social policy
62017CJ0060,62002CJ0425,0.5070573471415563,tfidf,0,social policy
62017CJ0060,62011CJ0426,0.5055209486527596,tfidf,0,social policy
62017CJ0060,62001CJ0145,0.5026867149139274,tfidf,0,social policy
62017CJ0060,61983CJ0186,0.5009942733084173,tfidf,0,social policy
62017CJ0060,62009CJ0151,0.49767681029041033,tfidf,0,social policy
62017CJ0060,62007CJ0396,0.4961951386449339,tfidf,0,social policy
62014CJ0453,62016CJ0517,0.645473235720942,tfidf,0,social policy
62014CJ0453,62014CJ0012,0.6108987285282932,tfidf,0,social policy
62014CJ0453,62011CJ0398,0.5369840360142669,tfidf,0,social policy
62014CJ0453,61980CJ0099,0.5227538438583529,tfidf,0,social policy
62014CJ0453,61980CJ0004,0.5138882827493488,tfidf,0,social policy
62014CJ0453,62012CJ0321,0.5133908037733331,tfidf,0,social policy
62014CJ0453,62016CJ0431,0.5100177613411387,tfidf,0,social policy
62014CJ0453,61996CJ0366,0.5033764067935558,tfidf,0,social policy
62014CJ0453,61990CJ0010,0.4982421071501974,tfidf,0,social policy
62014CJ0453,62013CJ0032,0.4980607934655394,tfidf,0,social policy
62014CJ0453,61999CJ0073,0.4978691314594522,tfidf,0,social policy
62014CJ0453,62013CJ0103,0.4941771322908299,tfidf,0,social policy
62014CJ0453,61990CJ0253,0.4938580960783788,tfidf,0,social policy
62014CJ0453,62015CJ0466,0.49220588866027903,tfidf,0,social policy
62014CJ0453,61973CJ0035,0.4910760881553088,tfidf,0,social policy
62014CJ0453,62013CJ0361,0.48687581544048764,tfidf,0,social policy
62014CJ0453,61992CJ0045,0.4835138001602137,tfidf,0,social policy
62014CJ0453,61988CJ0128,0.4816190739066747,tfidf,0,social policy
62014CJ0453,61985CJ0197,0.4812151914003167,tfidf,0,social policy
62014CJ0453,61993CJ0146,0.48062795190168506,tfidf,0,social policy
62008CJ0577,61992CJ0154,0.6291761884861868,tfidf,0,social policy
62008CJ0577,61996CJ0154,0.5783116152200445,tfidf,0,social policy
62008CJ0577,61996CJ0377,0.5557358944403672,tfidf,0,social policy
62008CJ0577,62002CO0172,0.5227747737344097,tfidf,0,social policy
62008CJ0577,61991CJ0165,0.5158160289783352,tfidf,0,social policy
62008CJ0577,62009CJ0356,0.49934061946352376,tfidf,0,social policy
62008CJ0577,61991CJ0009,0.4817740051596258,tfidf,0,social policy
62008CJ0577,62007CJ0559,0.4765291693428339,tfidf,0,social policy
62008CJ0577,61970CJ0080,0.47579012877802634,tfidf,0,social policy
62008CJ0577,62010CJ0123,0.47315657860649235,tfidf,0,social policy
62008CJ0577,61991CJ0110,0.4633537437106676,tfidf,0,social policy
62008CJ0577,62007CJ0046,0.4603579038796679,tfidf,0,social policy
62008CJ0577,61988CJ0262,0.45114022828950884,tfidf,0,social policy
62008CJ0577,61995CJ0139,0.45067364451998665,tfidf,0,social policy
62008CJ0577,62000CJ0351,0.4482590002919107,tfidf,0,social policy
62008CJ0577,61997CJ0262,0.445672231838845,tfidf,0,social policy
62008CJ0577,61984CJ0151,0.44191858209980467,tfidf,0,social policy
62008CJ0577,61992CJ0132,0.4401922176668641,tfidf,0,social policy
62008CJ0577,61992CJ0408,0.43663286160725406,tfidf,0,social policy
62008CJ0577,62002CJ0004,0.43428798990907524,tfidf,0,social policy
62009CO0333,62007CO0361,0.3130055340618047,tfidf,0,social policy
62009CO0333,62003CJ0188,0.24394969750095885,tfidf,0,social policy
62009CO0333,62015CJ0201,0.24149924315229396,tfidf,0,social policy
62009CO0333,62002CJ0055,0.24078380919244577,tfidf,0,social policy
62009CO0333,62008CJ0012,0.21980885240958833,tfidf,0,social policy
62009CO0333,61981CJ0091,0.2140524412728606,tfidf,0,social policy
62009CO0333,61983CJ0284,0.207074720766848,tfidf,0,social policy
62009CO0333,62010CJ0235,0.20633299793432394,tfidf,0,social policy
62009CO0333,62005CJ0187,0.2019661523863121,tfidf,0,social policy
62009CO0333,62013CJ0392,0.19816282960575368,tfidf,0,social policy
62009CO0333,62012CO0134,0.19592173477039376,tfidf,0,social policy
62009CO0333,62008CJ0323,0.19575450209557302,tfidf,0,social policy
62009CO0333,62014CJ0422,0.1943034756534168,tfidf,0,social policy
62009CO0333,62008CJ0044,0.19374699742875845,tfidf,0,social policy
62009CO0333,61992CJ0383,0.18799615728091884,tfidf,0,social policy
62009CO0333,61983CJ0215,0.18595527099423687,tfidf,0,social policy
62009CO0333,62017CJ0061,0.18397859690294682,tfidf,0,social policy
62009CO0333,62005CJ0270,0.18015950061604025,tfidf,0,social policy
62009CO0333,62014CJ0080,0.17007492211718175,tfidf,0,social policy
62009CO0333,61993CJ0449,0.1684795823243208,tfidf,0,social policy
62013CO0459,62012CO0555,0.7741961825357215,tfidf,0,social policy
62013CO0459,62016CO0508,0.7732907184677088,tfidf,0,social policy
62013CO0459,62017CO0131,0.7719601287462786,tfidf,0,social policy
62013CO0459,62016CO0027,0.7694054926292472,tfidf,0,social policy
62013CO0459,62013CO0014,0.7605705046271608,tfidf,0,social policy
62013CO0459,62014CO0282,0.7597715989936326,tfidf,0,social policy
62013CO0459,62016CO0484,0.7584669197433376,tfidf,0,social policy
62013CO0459,62012CO0498,0.7566213863709517,tfidf,0,social policy
62013CO0459,62012CO0368,0.756115746073191,tfidf,0,social policy
62013CO0459,62012CO0499,0.7542648268612867,tfidf,0,social policy
62013CO0459,62013CO0257,0.7540312503696722,tfidf,0,social policy
62013CO0459,62013CO0089,0.7522780488543755,tfidf,0,social policy
62013CO0459,62012CO0312,0.7521968294540871,tfidf,0,social policy
62013CO0459,62013CO0073,0.7517185882472206,tfidf,0,social policy
62013CO0459,62017CJ0646,0.7496330640792579,tfidf,0,social policy
62013CO0459,62015CO0510,0.7490624850425713,tfidf,0,social policy
62013CO0459,62014CO0608,0.7469670068453047,tfidf,0,social policy
62013CO0459,62015CO0299,0.7458558056808118,tfidf,0,social policy
62013CO0459,62015CO0426,0.7446824535494583,tfidf,0,social policy
62013CO0459,62011CJ0445,0.7443285204392723,tfidf,0,social policy
61999CJ0193,62016CJ0102,0.7280171424000452,tfidf,0,social policy
61999CJ0193,62016CJ0306,0.5377384539523187,tfidf,0,social policy
61999CJ0193,62015CO0325,0.5099725498226675,tfidf,0,social policy
61999CJ0193,61992CJ0394,0.5027408453475901,tfidf,0,social policy
61999CJ0193,61992CJ0313,0.49759734825339164,tfidf,0,social policy
61999CJ0193,61974CJ0069,0.419706093262377,tfidf,0,social policy
61999CJ0193,62004CJ0484,0.40517273135041765,tfidf,0,social policy
61999CJ0193,62009CJ0124,0.3994896658121622,tfidf,0,social policy
61999CJ0193,62001CJ0439,0.39770474320301447,tfidf,0,social policy
61999CJ0193,61994CJ0235,0.3856467455958625,tfidf,0,social policy
61999CJ0193,62009CJ0227,0.3586693240288489,tfidf,0,social policy
61999CJ0193,62002CJ0151,0.35266842852794905,tfidf,0,social policy
61999CJ0193,62004CJ0014,0.34639211848523954,tfidf,0,social policy
61999CJ0193,61999CJ0297,0.3461037446290803,tfidf,0,social policy
61999CJ0193,61992CJ0116,0.33340987010963763,tfidf,0,social policy
61999CJ0193,61990CJ0158,0.32028425236183505,tfidf,0,social policy
61999CJ0193,62001CJ0397,0.2996116096321481,tfidf,0,social policy
61999CJ0193,62014CJ0469,0.26765230196652057,tfidf,0,social policy
61999CJ0193,62009CJ0428,0.2617717081201412,tfidf,0,social policy
61999CJ0193,62002CJ0184,0.25986834532158487,tfidf,0,social policy
62006CJ0359,62003CJ0168,0.5521557921990832,tfidf,0,social policy
62006CJ0359,62006CJ0226,0.5236923845298866,tfidf,0,social policy
62006CJ0359,62003CJ0358,0.48682746963932144,tfidf,0,social policy
62006CJ0359,61995CJ0079,0.4747632438195182,tfidf,0,social policy
62006CJ0359,62004CJ0132,0.46532050257713437,tfidf,0,social policy
62006CJ0359,61999CJ0473,0.4388799457556268,tfidf,0,social policy
62006CJ0359,62004CJ0459,0.43357596442639745,tfidf,0,social policy
62006CJ0359,62005CJ0127,0.41886107774951875,tfidf,0,social policy
62006CJ0359,62001CJ0065,0.41252894290992326,tfidf,0,social policy
62006CJ0359,62005CJ0310,0.4091351147013531,tfidf,0,social policy
62006CJ0359,62006CJ0504,0.40201537136911863,tfidf,0,social policy
62006CJ0359,62006CJ0340,0.38165973876264203,tfidf,0,social policy
62006CJ0359,62002CJ0335,0.38097149527286683,tfidf,0,social policy
62006CJ0359,62008CJ0477,0.37973963655789217,tfidf,0,social policy
62006CJ0359,62006CJ0517,0.367860321639946,tfidf,0,social policy
62006CJ0359,62006CJ0094,0.36583611058039434,tfidf,0,social policy
62006CJ0359,61998CJ0362,0.35884616888768134,tfidf,0,social policy
62006CJ0359,62009CJ0189,0.3572511706572501,tfidf,0,social policy
62006CJ0359,62001CJ0425,0.3523238319444767,tfidf,0,social policy
62006CJ0359,62010CJ0548,0.3517269078642284,tfidf,0,social policy
62014CJ0407,61991CJ0271,0.5318014833373823,tfidf,0,social policy
62014CJ0407,61995CJ0180,0.4745140353328869,tfidf,0,social policy
62014CJ0407,61983CJ0079,0.41633854530729036,tfidf,0,social policy
62014CJ0407,61983CJ0014,0.402463757218794,tfidf,0,social policy
62014CJ0407,61993CJ0046,0.3999966913330873,tfidf,0,social policy
62014CJ0407,61997CJ0167,0.3672542838695806,tfidf,0,social policy
62014CJ0407,61995CJ0261,0.3654245980950482,tfidf,0,social policy
62014CJ0407,61995CJ0066,0.3490902610829238,tfidf,0,social policy
62014CJ0407,62014CJ0350,0.3406240826567216,tfidf,0,social policy
62014CJ0407,62015CJ0423,0.3373871476869432,tfidf,0,social policy
62014CJ0407,61983CJ0248,0.335788748289968,tfidf,0,social policy
62014CJ0407,62006CJ0445,0.332485028997398,tfidf,0,social policy
62014CJ0407,62009CJ0429,0.33155086485358254,tfidf,0,social policy
62014CJ0407,62010CJ0415,0.3123605928461615,tfidf,0,social policy
62014CJ0407,61990CJ0006,0.29937392373767086,tfidf,0,social policy
62014CJ0407,62013CJ0318,0.2951427867027576,tfidf,0,social policy
62014CJ0407,62009CJ0246,0.29422992933230746,tfidf,0,social policy
62014CJ0407,61984CJ0152,0.29348746537259673,tfidf,0,social policy
62014CJ0407,62012CJ0371,0.2896405421796428,tfidf,0,social policy
62014CJ0407,61997CJ0185,0.2848421647820435,tfidf,0,social policy
62001CJ0425,62001CJ0465,0.6229511940599569,tfidf,0,social policy
62001CJ0425,62004CJ0428,0.603871356932557,tfidf,0,social policy
62001CJ0425,62004CJ0459,0.5356799439470197,tfidf,0,social policy
62001CJ0425,62006CJ0226,0.5328722150526146,tfidf,0,social policy
62001CJ0425,62005CJ0127,0.5278394529545473,tfidf,0,social policy
62001CJ0425,62001CJ0171,0.5261140326461298,tfidf,0,social policy
62001CJ0425,62001CJ0441,0.5161824881011732,tfidf,0,social policy
62001CJ0425,62000CJ0049,0.48065951065709156,tfidf,0,social policy
62001CJ0425,62004CJ0132,0.47758146223448467,tfidf,0,social policy
62001CJ0425,61994CJ0084,0.4665296213719791,tfidf,0,social policy
62001CJ0425,62016CJ0103,0.445391493469763,tfidf,0,social policy
62001CJ0425,62002CJ0335,0.4399425912634974,tfidf,0,social policy
